condition,graph_seed,method,containment_ratio,frozen_f1,removal_fraction,stopped_early
"density_sparse (n=300, m=2)",11,betweenness-centrality,0.09556132129639648,0.4,0.5,
"density_sparse (n=300, m=2)",11,highest-p_uv,0.08865176150546479,0.5714285714285715,0.5,
"density_sparse (n=300, m=2)",11,random,0.20615412353535614,0.746031746031746,0.5,
"density_sparse (n=300, m=2)",11,RL,1.0,0.6666666666666666,0.0,True
"density_sparse (n=300, m=2)",12,GAT threshold,0.16753206151126757,0.0,0.5,
"density_sparse (n=300, m=2)",12,GAT top-k,0.10574395358894415,0.0,0.5973154362416108,
"density_sparse (n=300, m=2)",12,degree-centrality,0.1368598886935371,0.0,0.5,
"density_sparse (n=300, m=2)",12,betweenness-centrality,0.10475532658897499,0.0,0.5,
"density_sparse (n=300, m=2)",12,highest-p_uv,0.11244461902306893,0.0,0.5,
"density_sparse (n=300, m=2)",12,random,0.19402814087124107,0.0,0.5,
"density_sparse (n=300, m=2)",12,RL,1.0,0.0,0.0,True
"density_sparse (n=300, m=2)",13,GAT threshold,0.1311121973992302,0.16666666666666666,0.5,
"density_sparse (n=300, m=2)",13,GAT top-k,0.0787298720850198,0.6,0.5822147651006712,
"density_sparse (n=300, m=2)",13,degree-centrality,0.04943777540073708,0.0,0.5,
"density_sparse (n=300, m=2)",13,betweenness-centrality,0.057982431423521746,0.20000000000000004,0.5,
"density_sparse (n=300, m=2)",13,highest-p_uv,0.05501287008509276,0.25,0.5,
"density_sparse (n=300, m=2)",13,random,0.17514629885857866,0.1984126984126984,0.5,
"density_sparse (n=300, m=2)",13,RL,0.13820605617207476,0.25,0.5,False
"density_sparse (n=300, m=2)",14,GAT threshold,0.26811656347476787,0.0,0.5,
"density_sparse (n=300, m=2)",14,GAT top-k,0.11657571274027,0.0,0.5335570469798658,
"density_sparse (n=300, m=2)",14,degree-centrality,0.06733716098982215,0.0,0.5,
"density_sparse (n=300, m=2)",14,betweenness-centrality,0.06660014232032918,0.0,0.5,
"density_sparse (n=300, m=2)",14,highest-p_uv,0.0832201614011801,0.0,0.5,
"density_sparse (n=300, m=2)",14,random,0.1930895985548802,0.0,0.5,
"density_sparse (n=300, m=2)",14,RL,1.0,0.0,0.0,True
"density_dense (n=300, m=5)",0,GAT threshold,0.28468409109643505,0.8543689320388349,0.5003389830508475,
"density_dense (n=300, m=5)",0,GAT top-k,0.06719060996253905,0.7789473684210527,0.5505084745762712,
"density_dense (n=300, m=5)",0,degree-centrality,0.03139640163043258,0.7608695652173912,0.5003389830508475,
"density_dense (n=300, m=5)",0,betweenness-centrality,0.0527037567508679,0.8282828282828282,0.5003389830508475,
"density_dense (n=300, m=5)",0,highest-p_uv,0.07705761303876286,0.8888888888888888,0.5003389830508475,
"density_dense (n=300, m=5)",0,random,0.2751989377440917,0.914103977783223,0.5003389830508475,
"density_dense (n=300, m=5)",0,RL,0.27548858975401297,0.9074074074074074,0.5010169491525424,False
"density_dense (n=300, m=5)",1,GAT threshold,0.12379403401871487,0.9565217391304348,0.5003389830508475,
"density_dense (n=300, m=5)",1,GAT top-k,0.13775691125269257,0.9565217391304348,0.4474576271186441,
"density_dense (n=300, m=5)",1,degree-centrality,0.03648760198744486,0.9565217391304348,0.5003389830508475,
"density_dense (n=300, m=5)",1,betweenness-centrality,0.03431602778993775,0.9565217391304348,0.5003389830508475,
"density_dense (n=300, m=5)",1,highest-p_uv,0.07833259612555503,0.9473684210526316,0.5003389830508475,
"density_dense (n=300, m=5)",1,random,0.2585766277826586,0.9500018161345393,0.5003389830508475,
"density_dense (n=300, m=5)",1,RL,0.29348278648332404,0.918918918918919,0.5010169491525424,False
"density_dense (n=300, m=5)",2,GAT threshold,0.07305742631980898,0.8282828282828282,0.5003389830508475,
"density_dense (n=300, m=5)",2,GAT top-k,0.0888125262112969,0.8118811881188119,0.4549152542372882,
"density_dense (n=300, m=5)",2,degree-centrality,0.05491869144357338,0.9565217391304347,0.5003389830508475,
"density_dense (n=300, m=5)",2,betweenness-centrality,0.0516700804461785,0.9655172413793103,0.5003389830508475,
"density_dense (n=300, m=5)",2,highest-p_uv,0.07919330862784657,0.954954954954955,0.5003389830508475,
"density_dense (n=300, m=5)",2,random,0.20594228711730383,0.9188604188604188,0.5003389830508475,
"density_dense (n=300, m=5)",2,RL,0.2894746984539196,0.8543689320388349,0.5003389830508475,False
"density_dense (n=300, m=5)",3,GAT threshold,0.24070450477155592,0.8041237113402062,0.5003389830508475,
"density_dense (n=300, m=5)",3,GAT top-k,0.13427258215821336,0.84,0.45355932203389826,
"density_dense (n=300, m=5)",3,degree-centrality,0.035188480965884276,0.7391304347826086,0.5003389830508475,
"density_dense (n=300, m=5)",3,betweenness-centrality,0.044888657007631956,0.8484848484848485,0.5003389830508475,
"density_dense (n=300, m=5)",3,highest-p_uv,0.1028345055400968,0.8627450980392157,0.5003389830508475,
"density_dense (n=300, m=5)",3,random,0.24390439181584325,0.9021862833183587,0.5003389830508475,
"density_dense (n=300, m=5)",3,RL,0.3682068141936367,0.8952380952380952,0.45016949152542374,True
"density_dense (n=300, m=5)",4,GAT threshold,0.10556536433788628,0.8785046728971964,0.5003389830508475,
"density_dense (n=300, m=5)",4,GAT top-k,0.059059811359268924,0.8785046728971964,0.48881355932203385,
"density_dense (n=300, m=5)",4,degree-centrality,0.04296138737589524,0.8349514563106796,0.5003389830508475,
"density_dense (n=300, m=5)",4,betweenness-centrality,0.0456120033341566,0.8990825688073394,0.5003389830508475,
"density_dense (n=300, m=5)",4,highest-p_uv,0.0820002571752354,0.9565217391304347,0.5003389830508475,
"density_dense (n=300, m=5)",4,random,0.24807197641136247,0.9534180278281911,0.5003389830508475,
"density_dense (n=300, m=5)",4,RL,0.20695157225698282,0.9380530973451328,0.5003389830508475,False
"density_dense (n=300, m=5)",5,GAT threshold,0.2911402157858343,0.9454545454545454,0.5003389830508475,
"density_dense (n=300, m=5)",5,GAT top-k,0.08622019320507798,0.923076923076923,0.5328813559322034,
"density_dense (n=300, m=5)",5,degree-centrality,0.047134793310514775,0.45070422535211263,0.5003389830508475,
"density_dense (n=300, m=5)",5,betweenness-centrality,0.05093459157589028,0.6506024096385543,0.5003389830508475,
"density_dense (n=300, m=5)",5,highest-p_uv,0.09537192268525184,0.8823529411764706,0.5003389830508475,
"density_dense (n=300, m=5)",5,random,0.2764521043774875,0.9296922645832303,0.5003389830508475,
"density_dense (n=300, m=5)",5,RL,0.29359217669884863,0.9158878504672898,0.5003389830508475,False
"density_dense (n=300, m=5)",6,GAT threshold,0.123983208868648,0.9285714285714286,0.5003389830508475,
"density_dense (n=300, m=5)",6,GAT top-k,0.10237108243169872,0.9285714285714286,0.4467796610169491,
"density_dense (n=300, m=5)",6,degree-centrality,0.04383466339859992,0.9285714285714286,0.5003389830508475,
"density_dense (n=300, m=5)",6,betweenness-centrality,0.05446226518813706,0.9285714285714286,0.5003389830508475,
"density_dense (n=300, m=5)",6,highest-p_uv,0.09882924934095878,0.9285714285714286,0.5003389830508475,
"density_dense (n=300, m=5)",6,random,0.23787276836169413,0.9313599313599314,0.5003389830508475,
"density_dense (n=300, m=5)",6,RL,0.24365908286321142,0.9454545454545454,0.5010169491525424,False
"density_dense (n=300, m=5)",7,GAT threshold,0.29550804526478164,0.918918918918919,0.5003389830508475,
"density_dense (n=300, m=5)",7,GAT top-k,0.13844969198465,0.9380530973451328,0.4427118644067797,
"density_dense (n=300, m=5)",7,degree-centrality,0.046602094233136104,0.918918918918919,0.5003389830508475,
"density_dense (n=300, m=5)",7,betweenness-centrality,0.04702657288893366,0.9285714285714285,0.5003389830508475,
"density_dense (n=300, m=5)",7,highest-p_uv,0.06694731552552843,0.9285714285714285,0.5003389830508475,
"density_dense (n=300, m=5)",7,random,0.2807430593903912,0.9534706331045004,0.5003389830508475,
"density_dense (n=300, m=5)",7,RL,0.2490997204274894,0.9285714285714285,0.5003389830508475,False
"density_dense (n=300, m=5)",8,GAT threshold,0.16920989764598293,0.8823529411764707,0.5003389830508475,
"density_dense (n=300, m=5)",8,GAT top-k,0.06687375443896247,0.8761904761904763,0.5620338983050848,
"density_dense (n=300, m=5)",8,degree-centrality,0.04670530987812313,0.8541666666666667,0.5003389830508475,
"density_dense (n=300, m=5)",8,betweenness-centrality,0.05293014854815825,0.9072164948453607,0.5003389830508475,
"density_dense (n=300, m=5)",8,highest-p_uv,0.06122293931585203,0.897196261682243,0.5003389830508475,
"density_dense (n=300, m=5)",8,random,0.2752166076755198,0.89301570507707,0.5003389830508475,
"density_dense (n=300, m=5)",8,RL,0.23302850428537333,0.897196261682243,0.5010169491525424,False
"density_dense (n=300, m=5)",9,GAT threshold,0.2230853502660682,0.6976744186046512,0.5003389830508475,
"density_dense (n=300, m=5)",9,GAT top-k,0.09742389967956985,0.7555555555555554,0.5227118644067796,
"density_dense (n=300, m=5)",9,degree-centrality,0.02823045776317226,0.854368932038835,0.5003389830508475,
"density_dense (n=300, m=5)",9,betweenness-centrality,0.05042507993041123,0.8888888888888888,0.5003389830508475,
"density_dense (n=300, m=5)",9,highest-p_uv,0.08803922975380825,0.9090909090909091,0.5003389830508475,
"density_dense (n=300, m=5)",9,random,0.2979431993720537,0.9280888030888031,0.5003389830508475,
"density_dense (n=300, m=5)",9,RL,0.26474916538156396,0.8653846153846154,0.5003389830508475,False
"density_dense (n=300, m=5)",10,GAT threshold,0.10886812295188081,0.9285714285714285,0.5003389830508475,
"density_dense (n=300, m=5)",10,GAT top-k,0.07274784710111826,0.9285714285714285,0.47728813559322036,
"density_dense (n=300, m=5)",10,degree-centrality,0.048301017391955976,0.8571428571428572,0.5003389830508475,
"density_dense (n=300, m=5)",10,betweenness-centrality,0.050374936638109206,0.8461538461538463,0.5003389830508475,
"density_dense (n=300, m=5)",10,highest-p_uv,0.04998276881288435,0.9285714285714285,0.5003389830508475,
"density_dense (n=300, m=5)",10,random,0.244497673000948,0.9376843657817109,0.5003389830508475,
"density_dense (n=300, m=5)",10,RL,0.14814000332536328,0.918918918918919,0.5003389830508475,False
"density_dense (n=300, m=5)",11,GAT threshold,0.10174287683101453,0.9369369369369369,0.5003389830508475,
"density_dense (n=300, m=5)",11,GAT top-k,0.09371403359441922,0.9369369369369369,0.46440677966101696,
"density_dense (n=300, m=5)",11,degree-centrality,0.03631382915299396,0.8867924528301887,0.5003389830508475,
"density_dense (n=300, m=5)",11,betweenness-centrality,0.05355583118532194,0.8761904761904762,0.5003389830508475,
"density_dense (n=300, m=5)",11,highest-p_uv,0.09533818643355134,0.8971962616822429,0.5003389830508475,
"density_dense (n=300, m=5)",11,random,0.23978479446106485,0.9040036921656859,0.5003389830508475,
"density_dense (n=300, m=5)",11,RL,0.12585194129042881,0.8867924528301887,0.5010169491525424,False
"density_dense (n=300, m=5)",12,GAT threshold,0.31925320968496895,0.8888888888888888,0.5003389830508475,
"density_dense (n=300, m=5)",12,GAT top-k,0.08395882667850446,0.9380530973451328,0.52,
"density_dense (n=300, m=5)",12,degree-centrality,0.052465537756998255,0.9380530973451328,0.5003389830508475,
"density_dense (n=300, m=5)",12,betweenness-centrality,0.06212054683124181,0.9380530973451328,0.5003389830508475,
"density_dense (n=300, m=5)",12,highest-p_uv,0.09187127861596342,0.9189189189189189,0.5003389830508475,
"density_dense (n=300, m=5)",12,random,0.265981453514139,0.9348925410872313,0.5003389830508475,
"density_dense (n=300, m=5)",12,RL,0.26984858904403836,0.8990825688073395,0.5003389830508475,False
"density_dense (n=300, m=5)",13,GAT threshold,0.31899956541788715,0.8712871287128713,0.5003389830508475,
"density_dense (n=300, m=5)",13,GAT top-k,0.11427755617978838,0.836734693877551,0.4589830508474576,
"density_dense (n=300, m=5)",13,degree-centrality,0.039419832250523694,0.7912087912087912,0.5003389830508475,
"density_dense (n=300, m=5)",13,betweenness-centrality,0.057033872256614083,0.8686868686868687,0.5003389830508475,
"density_dense (n=300, m=5)",13,highest-p_uv,0.06436003349501103,0.912621359223301,0.5003389830508475,
"density_dense (n=300, m=5)",13,random,0.23460314308900776,0.9135373468706802,0.5003389830508475,
"density_dense (n=300, m=5)",13,RL,0.31899956541788715,0.8712871287128713,0.5003389830508475,False
"density_dense (n=300, m=5)",14,GAT threshold,0.39492572213052235,0.8124999999999999,0.5003389830508475,
"density_dense (n=300, m=5)",14,GAT top-k,0.31495254811660633,0.9074074074074073,0.47661016949152546,
"density_dense (n=300, m=5)",14,degree-centrality,0.04531089969544263,0.8400000000000001,0.5003389830508475,
"density_dense (n=300, m=5)",14,betweenness-centrality,0.0559142045000115,0.9056603773584906,0.5003389830508475,
"density_dense (n=300, m=5)",14,highest-p_uv,0.09076433663590962,0.8627450980392157,0.5003389830508475,
"density_dense (n=300, m=5)",14,random,0.26954656308554015,0.9201157098353361,0.5003389830508475,
"density_dense (n=300, m=5)",14,RL,0.2915692570470834,0.9357798165137615,0.5003389830508475,False
"aggressive_moderate (bias=-1.0, ~2x p_uv)",0,GAT threshold,0.4531528708717063,0.9565217391304348,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",0,GAT top-k,0.33613075585407964,0.9565217391304348,0.4803591470258137,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",0,degree-centrality,0.11458563864858329,0.9473684210526316,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",0,betweenness-centrality,0.05812493371242339,0.9565217391304348,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",0,highest-p_uv,0.05811236393970373,0.9655172413793103,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",0,random,0.39270746178841,0.9348370927318296,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",0,RL,0.23023088178877768,0.9285714285714285,0.5016835016835017,False
"aggressive_moderate (bias=-1.0, ~2x p_uv)",1,GAT threshold,0.35783930106889544,0.9285714285714286,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",1,GAT top-k,0.17873251022597603,0.9380530973451328,0.49943883277216605,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",1,degree-centrality,0.09324174547206616,0.9565217391304348,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",1,betweenness-centrality,0.08602628907535685,0.9473684210526316,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",1,highest-p_uv,0.06359580591791898,0.9655172413793104,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",1,random,0.346887851507557,0.9594676346037508,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",1,RL,0.37292470316661697,0.9915966386554621,0.5005611672278338,False
"aggressive_moderate (bias=-1.0, ~2x p_uv)",2,GAT threshold,0.3807396713239213,0.888888888888889,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",2,GAT top-k,0.5272357088216146,0.9915966386554621,0.40740740740740744,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",2,degree-centrality,0.10304411227096268,0.9285714285714286,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",2,betweenness-centrality,0.08942159414529827,0.9189189189189189,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",2,highest-p_uv,0.04111862461162899,0.9189189189189189,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",2,random,0.4415160370974345,0.9241977809493118,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",2,RL,0.24344840076011445,0.9380530973451328,0.5016835016835017,False
"aggressive_moderate (bias=-1.0, ~2x p_uv)",3,GAT threshold,0.44605615239665936,0.8431372549019608,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",3,GAT top-k,0.5430120587204252,0.9830508474576272,0.4231200897867564,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",3,degree-centrality,0.022524054265059715,0.9743589743589743,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",3,betweenness-centrality,0.1346567463053212,0.9743589743589743,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",3,highest-p_uv,0.04542293786999255,0.918918918918919,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",3,random,0.3729997301440363,0.930930930930931,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",3,RL,0.26777494662858725,0.8990825688073395,0.5005611672278338,False
"aggressive_moderate (bias=-1.0, ~2x p_uv)",4,GAT threshold,0.3673086611896857,0.888888888888889,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",4,GAT top-k,0.17049158716034235,0.9743589743589743,0.4590347923681257,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",4,degree-centrality,0.10199801427644019,0.888888888888889,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",4,betweenness-centrality,0.10937177260251492,0.9285714285714286,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",4,highest-p_uv,0.051369268929869635,0.8679245283018869,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",4,random,0.33027584509778973,0.9090307989390558,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",4,RL,0.333990831845175,0.9189189189189189,0.5016835016835017,False
"aggressive_moderate (bias=-1.0, ~2x p_uv)",5,GAT threshold,0.4918420303231415,0.9473684210526316,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",5,GAT top-k,0.13897412411657198,0.983050847457627,0.47250280583613913,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",5,degree-centrality,0.053246570444273035,0.9915966386554621,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",5,betweenness-centrality,0.03362209961639164,1.0,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",5,highest-p_uv,0.049351784114805036,0.983050847457627,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",5,random,0.3635537415311151,0.9743589743589743,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",5,RL,0.2313849370281329,0.983050847457627,0.5005611672278338,False
"aggressive_moderate (bias=-1.0, ~2x p_uv)",6,GAT threshold,0.48714610557551613,0.8653846153846153,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",6,GAT top-k,0.08825225052577958,0.9380530973451328,0.5129068462401796,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",6,degree-centrality,0.03991445524643034,0.9380530973451328,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",6,betweenness-centrality,0.026969985600841163,0.9174311926605504,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",6,highest-p_uv,0.06407731064701103,0.9473684210526316,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",6,random,0.3867733437948696,0.9470011359680464,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",6,RL,0.21768091903339068,0.9914529914529915,0.5016835016835017,False
"aggressive_moderate (bias=-1.0, ~2x p_uv)",7,GAT threshold,0.46887339817704654,1.0,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",7,GAT top-k,0.1171473105189324,1.0,0.6644219977553311,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",7,degree-centrality,0.09991715532995352,1.0,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",7,betweenness-centrality,0.06789926012870699,1.0,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",7,highest-p_uv,0.06185111049721191,1.0,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",7,random,0.3839840165826395,1.0,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",7,RL,0.29138656974298366,1.0,0.5005611672278338,False
"aggressive_moderate (bias=-1.0, ~2x p_uv)",8,GAT threshold,0.4243312446813224,0.9655172413793103,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",8,GAT top-k,0.11186165283065995,0.9915966386554621,0.4949494949494949,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",8,degree-centrality,0.10480433185506596,0.9830508474576272,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",8,betweenness-centrality,0.043776556494083144,0.9830508474576272,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",8,highest-p_uv,0.06464567247285766,0.9830508474576272,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",8,random,0.3810010313026217,0.9562126249404408,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",8,RL,0.387460977337647,0.9285714285714285,0.5005611672278338,False
"aggressive_moderate (bias=-1.0, ~2x p_uv)",9,GAT threshold,0.41581915967147515,0.9473684210526316,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",9,GAT top-k,0.22038799950203342,0.9915966386554621,0.4691358024691358,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",9,degree-centrality,0.09295133670039024,0.9655172413793104,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",9,betweenness-centrality,0.08694349532912302,0.983050847457627,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",9,highest-p_uv,0.07210370594046826,0.9655172413793104,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",9,random,0.4314918348202124,0.9887480415895171,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",9,RL,0.3885782099549881,0.9655172413793104,0.5005611672278338,False
"aggressive_moderate (bias=-1.0, ~2x p_uv)",10,GAT threshold,0.3812329524877609,0.9174311926605504,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",10,GAT top-k,0.2949631713664127,0.9915966386554621,0.4624017957351291,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",10,degree-centrality,0.09756076167001645,0.9743589743589743,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",10,betweenness-centrality,0.10267014501606221,0.9830508474576272,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",10,highest-p_uv,0.05092878916360202,0.9743589743589743,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",10,random,0.3779119344013851,0.9589478154695545,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",10,RL,0.3888489913280072,0.9649122807017544,0.5016835016835017,False
"aggressive_moderate (bias=-1.0, ~2x p_uv)",11,GAT threshold,0.3846801110733028,0.9285714285714286,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",11,GAT top-k,0.6337364752272983,0.983050847457627,0.37037037037037035,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",11,degree-centrality,0.036519251344586647,0.9565217391304348,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",11,betweenness-centrality,0.08854672547458312,0.983050847457627,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",11,highest-p_uv,0.051794228282781414,0.9565217391304348,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",11,random,0.3687182584667591,0.9887480415895171,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",11,RL,0.3084499988656559,0.9743589743589743,0.5005611672278338,False
"aggressive_moderate (bias=-1.0, ~2x p_uv)",12,GAT threshold,0.3069435255477837,0.888888888888889,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",12,GAT top-k,0.3798691217792102,1.0,0.4388327721661055,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",12,degree-centrality,0.04048857430461773,0.9565217391304348,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",12,betweenness-centrality,0.07898311095777154,0.9915966386554621,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",12,highest-p_uv,0.05281106093672199,0.983050847457627,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",12,random,0.35377523457111837,0.9653121699631897,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",12,RL,0.2825933696560017,0.9655172413793104,0.5016835016835017,False
"aggressive_moderate (bias=-1.0, ~2x p_uv)",13,GAT threshold,0.4344590292794165,1.0,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",13,GAT top-k,0.17784230288696123,1.0,0.46352413019079686,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",13,degree-centrality,0.06093342414500251,1.0,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",13,betweenness-centrality,0.05533113979388987,1.0,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",13,highest-p_uv,0.05655354661753374,0.9915966386554621,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",13,random,0.40675161564799167,0.9858032739388671,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",13,RL,0.3598150618646505,1.0,0.5039281705948373,False
"aggressive_moderate (bias=-1.0, ~2x p_uv)",14,GAT threshold,0.35308745193856905,0.9915966386554621,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",14,GAT top-k,0.1189337837576396,1.0,0.5072951739618407,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",14,degree-centrality,0.07610605006325113,1.0,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",14,betweenness-centrality,0.08814712714858695,1.0,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",14,highest-p_uv,0.06911282537984678,1.0,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",14,random,0.3906211622126777,1.0,0.5005611672278338,
"aggressive_moderate (bias=-1.0, ~2x p_uv)",14,RL,0.3730242456571361,1.0,0.5016835016835017,False
"aggressive_high (bias=0.0, ~3.5x p_uv)",0,GAT threshold,0.7717643613847871,0.9743589743589743,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",0,GAT top-k,0.7401776134521451,0.983050847457627,0.5140291806958474,
"aggressive_high (bias=0.0, ~3.5x p_uv)",0,degree-centrality,0.4829554103054512,0.9743589743589743,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",0,betweenness-centrality,0.6367121282499443,0.983050847457627,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",0,highest-p_uv,0.161654356362451,0.9743589743589743,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",0,random,0.7034468415048505,0.985899444523572,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",0,RL,0.613272297650129,0.9915966386554621,0.5016835016835017,False
"aggressive_high (bias=0.0, ~3.5x p_uv)",1,GAT threshold,0.7022916477677853,0.9565217391304348,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",1,GAT top-k,0.8080731976711673,0.983050847457627,0.4971941638608305,
"aggressive_high (bias=0.0, ~3.5x p_uv)",1,degree-centrality,0.4723015819236115,0.9565217391304348,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",1,betweenness-centrality,0.6621026914295153,0.9655172413793104,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",1,highest-p_uv,0.15236434758625292,0.9915966386554621,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",1,random,0.6733783761350458,0.9564691338541256,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",1,RL,0.6728040163801375,0.9655172413793104,0.5016835016835017,False
