graph_seed,method,containment_ratio,frozen_recall,frozen_f1,time_s,removal_fraction,stopped_early
23,RL very-high-security (sec=10.0 util=1.0 cost=0.1),1.0,0.3888888888888889,0.5185185185185185,24.324170351028442,0.0,True
23,RL security-only (sec=1.0 util=0.0 cost=0.1),1.0,0.3888888888888889,0.5185185185185185,25.696216821670532,0.0,True
24,GAT threshold,0.04356261022685896,0.42105263157894735,0.5,0.009105682373046875,0.5005611672278338,
24,GAT top-k,0.033023382853485383,0.3684210526315789,0.4666666666666667,0.6432619094848633,0.5566778900112234,
24,degree-centrality,0.022489754005479864,0.3684210526315789,0.5,0.009928464889526367,0.5005611672278338,
24,betweenness-centrality,0.03219401396588587,0.2631578947368421,0.3846153846153846,0.6999256610870361,0.5005611672278338,
24,highest-p_uv,0.04000531755746078,0.3684210526315789,0.5,0.007226228713989258,0.5005611672278338,
24,random,0.10719893476878894,0.47368421052631576,0.5863799283154122,0.01943802833557129,0.5005611672278338,
24,RL baseline (sec=1.0 util=1.0 cost=0.1),0.04568288303768239,0.3684210526315789,0.4375,43.36989212036133,0.5028058361391694,False
24,RL high-security (sec=3.0 util=1.0 cost=0.1),0.04002012369455903,0.5263157894736842,0.5882352941176471,41.91860604286194,0.5005611672278338,False
24,RL very-high-security (sec=10.0 util=1.0 cost=0.1),1.0,0.2631578947368421,0.35714285714285715,23.450935125350952,0.0,True
24,RL security-only (sec=1.0 util=0.0 cost=0.1),1.0,0.2631578947368421,0.35714285714285715,23.209110975265503,0.0,True
25,GAT threshold,0.0507372696269939,0.47619047619047616,0.6060606060606061,0.009063243865966797,0.5005611672278338,
25,GAT top-k,0.03341829410160986,0.38095238095238093,0.5517241379310345,0.7176182270050049,0.547699214365881,
25,degree-centrality,0.02522531922028935,0.3333333333333333,0.5,0.009786605834960938,0.5005611672278338,
25,betweenness-centrality,0.023946442407424034,0.3333333333333333,0.48275862068965514,0.7205126285552979,0.5005611672278338,
25,highest-p_uv,0.03986886637846124,0.38095238095238093,0.5517241379310345,0.008214950561523438,0.5005611672278338,
25,random,0.11053117172056828,0.3968253968253968,0.5191919191919192,0.021335363388061523,0.5005611672278338,
25,RL baseline (sec=1.0 util=1.0 cost=0.1),0.07779145272820974,0.2857142857142857,0.42857142857142855,42.12497520446777,0.5016835016835017,False
25,RL high-security (sec=3.0 util=1.0 cost=0.1),0.2192617145046157,0.5714285714285714,0.6857142857142857,44.799195528030396,0.5016835016835017,False
25,RL very-high-security (sec=10.0 util=1.0 cost=0.1),1.0,0.47619047619047616,0.588235294117647,24.736984729766846,0.0,True
25,RL security-only (sec=1.0 util=0.0 cost=0.1),1.0,0.47619047619047616,0.588235294117647,24.9393892288208,0.0,True
26,GAT threshold,0.054814390193426585,0.5714285714285714,0.7272727272727273,0.00875997543334961,0.5005611672278338,
26,GAT top-k,0.03341910577676931,0.5,0.6666666666666666,0.5554461479187012,0.5600448933782267,
26,degree-centrality,0.026118931796695572,0.42857142857142855,0.6,0.02057957649230957,0.5005611672278338,
26,betweenness-centrality,0.025668208367954293,0.2857142857142857,0.4210526315789473,0.7424976825714111,0.5005611672278338,
26,highest-p_uv,0.03237290486527537,0.14285714285714285,0.23529411764705882,0.008382081985473633,0.5005611672278338,
26,random,0.08485379484273135,0.3333333333333333,0.403828197945845,0.021991729736328125,0.5005611672278338,
26,RL baseline (sec=1.0 util=1.0 cost=0.1),0.1444744043797253,0.5,0.5833333333333334,46.79224896430969,0.5005611672278338,False
26,RL high-security (sec=3.0 util=1.0 cost=0.1),0.1444744043797253,0.5,0.5833333333333334,42.853896141052246,0.5005611672278338,False
26,RL very-high-security (sec=10.0 util=1.0 cost=0.1),1.0,0.35714285714285715,0.5263157894736842,21.605140209197998,0.0,True
26,RL security-only (sec=1.0 util=0.0 cost=0.1),1.0,0.35714285714285715,0.5263157894736842,21.1605384349823,0.0,True
27,GAT threshold,0.04362254953667824,0.4375,0.5,0.009038686752319336,0.5005611672278338,
27,GAT top-k,0.03248809206225795,0.4375,0.5384615384615384,0.7702629566192627,0.5454545454545454,
27,degree-centrality,0.025983975713501868,0.25,0.4,0.009965181350708008,0.5005611672278338,
27,betweenness-centrality,0.032981662394109504,0.3125,0.45454545454545453,0.730618953704834,0.5005611672278338,
27,highest-p_uv,0.03229519107193164,0.125,0.21052631578947367,0.007850885391235352,0.5005611672278338,
27,random,0.10869080172821197,0.14583333333333334,0.24814814814814815,0.02736687660217285,0.5005611672278338,
27,RL baseline (sec=1.0 util=1.0 cost=0.1),0.07397130615520095,0.4375,0.5185185185185185,49.50578451156616,0.5499438832772165,False
27,RL high-security (sec=3.0 util=1.0 cost=0.1),0.07397130615520095,0.4375,0.5185185185185185,45.546382904052734,0.5499438832772165,False
27,RL very-high-security (sec=10.0 util=1.0 cost=0.1),1.0,0.25,0.38095238095238093,25.366724014282227,0.0,True
27,RL security-only (sec=1.0 util=0.0 cost=0.1),1.0,0.25,0.38095238095238093,24.164462327957153,0.0,True
28,GAT threshold,0.06683434120907242,0.26666666666666666,0.3809523809523809,0.008269309997558594,0.5005611672278338,
28,GAT top-k,0.029890760587447662,0.2,0.28571428571428575,0.6415894031524658,0.5656565656565656,
28,degree-centrality,0.021412756575702012,0.26666666666666666,0.4210526315789474,0.010253667831420898,0.5005611672278338,
28,betweenness-centrality,0.029837115481353826,0.13333333333333333,0.2,0.7587506771087646,0.5005611672278338,
28,highest-p_uv,0.03287973815120237,0.26666666666666666,0.3478260869565218,0.008755207061767578,0.5005611672278338,
28,random,0.10266797161420127,0.28888888888888886,0.37856829161176986,0.02185344696044922,0.5005611672278338,
28,RL baseline (sec=1.0 util=1.0 cost=0.1),0.14288397168255523,0.6,0.5,45.34545946121216,0.5028058361391694,False
28,RL high-security (sec=3.0 util=1.0 cost=0.1),0.051695553134324834,0.3333333333333333,0.3846153846153846,42.244993925094604,0.5499438832772165,False
28,RL very-high-security (sec=10.0 util=1.0 cost=0.1),1.0,0.2,0.31578947368421056,23.93040919303894,0.0,True
28,RL security-only (sec=1.0 util=0.0 cost=0.1),1.0,0.2,0.31578947368421056,22.765175819396973,0.0,True
29,GAT threshold,0.06061844983140187,0.3888888888888889,0.5,0.008515357971191406,0.5005611672278338,
29,GAT top-k,0.035084536344298846,0.2222222222222222,0.3333333333333333,0.6205427646636963,0.5555555555555556,
29,degree-centrality,0.030175405925639793,0.2222222222222222,0.3333333333333333,0.010175466537475586,0.5005611672278338,
29,betweenness-centrality,0.033243175843189414,0.2222222222222222,0.3478260869565218,0.7217590808868408,0.5005611672278338,
29,highest-p_uv,0.03359291669892949,0.2777777777777778,0.4,0.008899688720703125,0.5005611672278338,
29,random,0.10377914419318697,0.3148148148148148,0.4397993311036789,0.021782875061035156,0.5005611672278338,
29,RL baseline (sec=1.0 util=1.0 cost=0.1),0.046750329099917894,0.3333333333333333,0.46153846153846156,42.90412974357605,0.5005611672278338,False
29,RL high-security (sec=3.0 util=1.0 cost=0.1),0.0631848223767136,0.2777777777777778,0.3846153846153846,39.36007809638977,0.5005611672278338,False
29,RL very-high-security (sec=10.0 util=1.0 cost=0.1),1.0,0.3333333333333333,0.4444444444444444,22.466429233551025,0.0,True
29,RL security-only (sec=1.0 util=0.0 cost=0.1),1.0,0.3333333333333333,0.4444444444444444,23.346752643585205,0.0,True
30,GAT threshold,0.0497430552549186,0.5294117647058824,0.6428571428571428,0.008823156356811523,0.5005611672278338,
30,GAT top-k,0.0309337467616584,0.47058823529411764,0.5517241379310345,0.5897319316864014,0.5622895622895623,
30,degree-centrality,0.04050159750983024,0.5882352941176471,0.625,0.009868860244750977,0.5005611672278338,
30,betweenness-centrality,0.03384420455541392,0.4117647058823529,0.4827586206896552,0.7014291286468506,0.5005611672278338,
30,highest-p_uv,0.030625873567918717,0.35294117647058826,0.3870967741935484,0.008235454559326172,0.5005611672278338,
30,random,0.09331437542824461,0.5490196078431373,0.5840245775729647,0.0274655818939209,0.5005611672278338,
30,RL baseline (sec=1.0 util=1.0 cost=0.1),0.046425652160868774,0.5882352941176471,0.5882352941176471,46.29187369346619,0.5499438832772165,False
30,RL high-security (sec=3.0 util=1.0 cost=0.1),1.0,0.47058823529411764,0.5517241379310345,25.315354347229004,0.0,True
30,RL very-high-security (sec=10.0 util=1.0 cost=0.1),1.0,0.47058823529411764,0.5517241379310345,24.38567304611206,0.0,True
30,RL security-only (sec=1.0 util=0.0 cost=0.1),1.0,0.47058823529411764,0.5517241379310345,26.165398359298706,0.0,True
31,GAT threshold,0.0666766180267264,0.47368421052631576,0.4864864864864865,0.009824991226196289,0.5005611672278338,
31,GAT top-k,0.04185097837020063,0.47368421052631576,0.5,0.9342138767242432,0.5488215488215489,
31,degree-centrality,0.02105226344118761,0.42105263157894735,0.5333333333333333,0.011379480361938477,0.5005611672278338,
31,betweenness-centrality,0.025440437462600923,0.3157894736842105,0.39999999999999997,0.8825023174285889,0.5005611672278338,
31,highest-p_uv,0.04865884541386531,0.3157894736842105,0.44444444444444436,0.009642601013183594,0.5005611672278338,
31,random,0.1067923331700403,0.43859649122807015,0.5034547152194211,0.022722482681274414,0.5005611672278338,
31,RL baseline (sec=1.0 util=1.0 cost=0.1),0.06602880247395694,0.47368421052631576,0.5142857142857142,45.43273210525513,0.5005611672278338,False
31,RL high-security (sec=3.0 util=1.0 cost=0.1),0.08593029873523114,0.47368421052631576,0.5454545454545454,44.23545956611633,0.5005611672278338,False
31,RL very-high-security (sec=10.0 util=1.0 cost=0.1),1.0,0.42105263157894735,0.45714285714285713,24.615769624710083,0.0,True
31,RL security-only (sec=1.0 util=0.0 cost=0.1),1.0,0.42105263157894735,0.45714285714285713,24.60753321647644,0.0,True
32,GAT threshold,0.04019601804071728,0.35714285714285715,0.43478260869565216,0.008908987045288086,0.5005611672278338,
32,GAT top-k,0.025889804387289966,0.35714285714285715,0.45454545454545453,0.6872396469116211,0.5925925925925926,
32,degree-centrality,0.02850232137847841,0.35714285714285715,0.5,0.009788990020751953,0.5005611672278338,
32,betweenness-centrality,0.03027564639290125,0.2857142857142857,0.4,0.7091164588928223,0.5005611672278338,
32,highest-p_uv,0.034093608970383,0.21428571428571427,0.3333333333333333,0.008191823959350586,0.5005611672278338,
32,random,0.14291689980413894,0.30952380952380953,0.4322169059011164,0.021915674209594727,0.5005611672278338,
32,RL baseline (sec=1.0 util=1.0 cost=0.1),0.04157487408260679,0.35714285714285715,0.5,43.81568217277527,0.5016835016835017,False
32,RL high-security (sec=3.0 util=1.0 cost=0.1),0.0525091421455887,0.42857142857142855,0.5714285714285714,39.59993529319763,0.5016835016835017,False
32,RL very-high-security (sec=10.0 util=1.0 cost=0.1),1.0,0.35714285714285715,0.4761904761904762,24.319781064987183,0.0,True
32,RL security-only (sec=1.0 util=0.0 cost=0.1),1.0,0.35714285714285715,0.4761904761904762,23.890764951705933,0.0,True
33,GAT threshold,0.0538438612633107,0.2608695652173913,0.36363636363636365,0.009227991104125977,0.5005611672278338,
33,GAT top-k,0.03269046212803212,0.2608695652173913,0.36363636363636365,0.6439120769500732,0.5443322109988777,
33,degree-centrality,0.024213473350548277,0.2608695652173913,0.41379310344827586,0.009786128997802734,0.5005611672278338,
33,betweenness-centrality,0.022391479520479977,0.21739130434782608,0.3571428571428571,0.720691442489624,0.5005611672278338,
33,highest-p_uv,0.036694774695332534,0.13043478260869565,0.23076923076923078,0.008260965347290039,0.5005611672278338,
33,random,0.1214232972142329,0.31884057971014496,0.4630376344086022,0.021195411682128906,0.5005611672278338,
33,RL baseline (sec=1.0 util=1.0 cost=0.1),0.247490899568831,0.6956521739130435,0.6808510638297872,46.34497046470642,0.5005611672278338,False
33,RL high-security (sec=3.0 util=1.0 cost=0.1),0.050454732128217425,0.4782608695652174,0.6111111111111112,42.400959968566895,0.5499438832772165,False
33,RL very-high-security (sec=10.0 util=1.0 cost=0.1),1.0,0.2608695652173913,0.37500000000000006,24.128403663635254,0.0,True
33,RL security-only (sec=1.0 util=0.0 cost=0.1),1.0,0.2608695652173913,0.37500000000000006,24.033589601516724,0.0,True
34,GAT threshold,0.05105951353113155,0.6086956521739131,0.6666666666666666,0.008517980575561523,0.5005611672278338,
34,GAT top-k,0.03627252234410265,0.5217391304347826,0.6153846153846153,0.6462733745574951,0.5173961840628507,
34,degree-centrality,0.03510461828915449,0.5217391304347826,0.6666666666666667,0.011659860610961914,0.5005611672278338,
34,betweenness-centrality,0.028812910213657287,0.5217391304347826,0.6315789473684211,0.7688629627227783,0.5005611672278338,
34,highest-p_uv,0.03726282682719273,0.5217391304347826,0.6,0.00843667984008789,0.5005611672278338,
34,random,0.10441958541561369,0.5507246376811594,0.6041125541125542,0.02199268341064453,0.5005611672278338,
34,RL baseline (sec=1.0 util=1.0 cost=0.1),0.13598326618646564,0.6521739130434783,0.6666666666666666,47.268714904785156,0.5005611672278338,False
34,RL high-security (sec=3.0 util=1.0 cost=0.1),0.19900729708271309,0.7391304347826086,0.6415094339622641,32.671147108078,0.5039281705948373,False
34,RL very-high-security (sec=10.0 util=1.0 cost=0.1),1.0,0.5652173913043478,0.6666666666666667,25.32870078086853,0.0,True
34,RL security-only (sec=1.0 util=0.0 cost=0.1),1.0,0.5652173913043478,0.6666666666666667,24.3344464302063,0.0,True
35,GAT threshold,0.04629253837387359,0.6428571428571429,0.6666666666666666,0.008476018905639648,0.5005611672278338,
35,GAT top-k,0.02940196978860636,0.5714285714285714,0.6153846153846153,0.6094977855682373,0.5566778900112234,
35,degree-centrality,0.02631479980934561,0.5714285714285714,0.64,0.009864330291748047,0.5005611672278338,
35,betweenness-centrality,0.025916172175139394,0.35714285714285715,0.4761904761904762,0.7200794219970703,0.5005611672278338,
35,highest-p_uv,0.03072727596628738,0.35714285714285715,0.4,0.014593839645385742,0.5005611672278338,
35,random,0.12100071948287627,0.35714285714285715,0.43478260869565216,0.020726919174194336,0.5005611672278338,
35,RL baseline (sec=1.0 util=1.0 cost=0.1),0.15490964894748976,0.6428571428571429,0.5625000000000001,47.10380268096924,0.5005611672278338,False
35,RL high-security (sec=3.0 util=1.0 cost=0.1),0.09446462796396493,0.6428571428571429,0.6000000000000001,32.756091356277466,0.5005611672278338,False
35,RL very-high-security (sec=10.0 util=1.0 cost=0.1),1.0,0.5714285714285714,0.6153846153846153,23.508350610733032,0.0,True
35,RL security-only (sec=1.0 util=0.0 cost=0.1),1.0,0.5714285714285714,0.6153846153846153,24.47799515724182,0.0,True
36,GAT threshold,0.05488935376224507,0.2222222222222222,0.3333333333333333,0.008797883987426758,0.5005611672278338,
36,GAT top-k,0.03072227148599137,0.3888888888888889,0.5185185185185185,0.7051680088043213,0.5420875420875421,
36,degree-centrality,0.024187670845781863,0.3333333333333333,0.48,0.010428190231323242,0.5005611672278338,
36,betweenness-centrality,0.026051689979264346,0.2777777777777778,0.4166666666666667,0.7784316539764404,0.5005611672278338,
36,highest-p_uv,0.030604547396151364,0.1111111111111111,0.1739130434782609,0.00841522216796875,0.5005611672278338,
36,random,0.10269122376137968,0.18518518518518517,0.2635897435897436,0.02339959144592285,0.5005611672278338,
36,RL baseline (sec=1.0 util=1.0 cost=0.1),0.05058623903407609,0.5,0.6,44.963507890701294,0.5016835016835017,False
36,RL high-security (sec=3.0 util=1.0 cost=0.1),0.04435109632685166,0.3888888888888889,0.4827586206896552,45.0177788734436,0.5028058361391694,False
36,RL very-high-security (sec=10.0 util=1.0 cost=0.1),1.0,0.16666666666666666,0.2608695652173913,25.25333285331726,0.0,True
36,RL security-only (sec=1.0 util=0.0 cost=0.1),1.0,0.16666666666666666,0.2608695652173913,25.532194137573242,0.0,True
37,GAT threshold,0.039553594334109377,0.6428571428571429,0.6666666666666666,0.00833749771118164,0.5005611672278338,
37,GAT top-k,0.026994909158385642,0.6428571428571429,0.6923076923076924,0.5755493640899658,0.5387205387205387,
37,degree-centrality,0.01898903648708558,0.5714285714285714,0.64,0.009819984436035156,0.5005611672278338,
37,betweenness-centrality,0.024280533149070572,0.5714285714285714,0.6153846153846153,0.7370688915252686,0.5005611672278338,
37,highest-p_uv,0.035587444835536754,0.5,0.5384615384615384,0.008603572845458984,0.5005611672278338,
37,random,0.10566152427983806,0.5714285714285714,0.5737931034482758,0.02174234390258789,0.5005611672278338,
37,RL baseline (sec=1.0 util=1.0 cost=0.1),0.03444421059413541,0.6428571428571429,0.6923076923076924,45.601351737976074,0.5016835016835017,False
37,RL high-security (sec=3.0 util=1.0 cost=0.1),0.043420050301200414,0.7142857142857143,0.7142857142857143,42.90256214141846,0.5016835016835017,False
37,RL very-high-security (sec=10.0 util=1.0 cost=0.1),1.0,0.6428571428571429,0.6206896551724138,24.634812831878662,0.0,True
37,RL security-only (sec=1.0 util=0.0 cost=0.1),1.0,0.6428571428571429,0.6206896551724138,24.71706533432007,0.0,True
38,GAT threshold,0.04890894550138324,0.625,0.6666666666666666,0.009117603302001953,0.5005611672278338,
38,GAT top-k,0.023304772025821357,0.625,0.7407407407407406,0.7364652156829834,0.5824915824915825,
38,degree-centrality,0.023241144133258687,0.4375,0.5833333333333334,0.010623931884765625,0.5005611672278338,
38,betweenness-centrality,0.027406323781455695,0.3125,0.45454545454545453,0.7229375839233398,0.5005611672278338,
38,highest-p_uv,0.02745027200906058,0.1875,0.2857142857142857,0.00809478759765625,0.5005611672278338,
38,random,0.11274748969799724,0.3333333333333333,0.4536507936507937,0.021558284759521484,0.5005611672278338,
38,RL baseline (sec=1.0 util=1.0 cost=0.1),0.05540943420007189,0.625,0.6896551724137931,41.80209732055664,0.5016835016835017,False
38,RL high-security (sec=3.0 util=1.0 cost=0.1),0.05349699489990378,0.5625,0.6923076923076923,37.25244188308716,0.5005611672278338,False
38,RL very-high-security (sec=10.0 util=1.0 cost=0.1),1.0,0.5625,0.6923076923076923,22.63666820526123,0.0,True
38,RL security-only (sec=1.0 util=0.0 cost=0.1),1.0,0.5625,0.6923076923076923,22.545579195022583,0.0,True
39,GAT threshold,0.04685443880986688,0.4117647058823529,0.5384615384615384,0.00863790512084961,0.5005611672278338,
39,GAT top-k,0.04174945734002588,0.4117647058823529,0.56,1.1327478885650635,0.5589225589225589,
39,degree-centrality,0.0352462946273714,0.29411764705882354,0.45454545454545453,0.010082006454467773,0.5005611672278338,
39,betweenness-centrality,0.03508941149830244,0.47058823529411764,0.5333333333333333,0.7311112880706787,0.5005611672278338,
39,highest-p_uv,0.06710981401878917,0.35294117647058826,0.48,0.00777888298034668,0.5005611672278338,
39,random,0.14234036010271742,0.37254901960784315,0.47388414055080724,0.021890878677368164,0.5005611672278338,
39,RL baseline (sec=1.0 util=1.0 cost=0.1),0.060133851598354306,0.4117647058823529,0.5185185185185185,42.049095153808594,0.5028058361391694,False
39,RL high-security (sec=3.0 util=1.0 cost=0.1),0.04745079681142403,0.35294117647058826,0.46153846153846156,41.98422574996948,0.5028058361391694,False
39,RL very-high-security (sec=10.0 util=1.0 cost=0.1),1.0,0.35294117647058826,0.46153846153846156,24.815313577651978,0.0,True
39,RL security-only (sec=1.0 util=0.0 cost=0.1),1.0,0.35294117647058826,0.46153846153846156,22.849618673324585,0.0,True
