graph_seed,method,containment_ratio,frozen_recall,frozen_f1,time_s
4,eigenscore,0.03772346231232152,0.4,0.5454545454545455,0.03383469581604004
5,eigenscore,0.015562249111485524,0.2857142857142857,0.4444444444444445,0.029543638229370117
6,eigenscore,0.018305569598771526,0.2777777777777778,0.4347826086956522,0.035834550857543945
7,eigenscore,0.03185188193600553,0.21052631578947367,0.3333333333333333,0.03439903259277344
8,eigenscore,0.013984997304308952,0.4666666666666667,0.5833333333333334,0.03186655044555664
9,eigenscore,0.02191338742130835,0.35,0.4375,0.030005931854248047
10,eigenscore,0.030953392221043412,0.29411764705882354,0.45454545454545453,0.028786182403564453
11,eigenscore,0.031596144614420674,0.26666666666666666,0.4,0.023717880249023438
12,eigenscore,0.017112495548535146,0.4444444444444444,0.5517241379310345,0.031833648681640625
13,eigenscore,0.025460918450670198,0.23076923076923078,0.22222222222222224,0.028321266174316406
14,eigenscore,0.018508035824774265,0.23809523809523808,0.35714285714285715,0.02589130401611328
15,eigenscore,0.038167285149617584,0.5,0.5945945945945945,0.02803802490234375
16,eigenscore,0.030346736560471845,0.4375,0.4666666666666667,0.015273809432983398
17,eigenscore,0.037598582144895816,0.3333333333333333,0.41176470588235287,0.032578468322753906
18,eigenscore,0.02628240696889295,0.11764705882352941,0.21052631578947367,0.03356456756591797
19,eigenscore,0.03938013035130714,0.4166666666666667,0.5263157894736842,0.0158233642578125
20,eigenscore,0.018884210170042,0.5333333333333333,0.6153846153846153,0.01998734474182129
21,eigenscore,0.037342425753068564,0.3333333333333333,0.3571428571428571,0.01530146598815918
22,eigenscore,0.028792723314766407,0.4375,0.5185185185185185,0.03243064880371094
23,eigenscore,0.029069950735434905,0.2222222222222222,0.3478260869565218,0.03074955940246582
24,eigenscore,0.018710517745453015,0.3684210526315789,0.48275862068965514,0.03590512275695801
25,eigenscore,0.0303061518478049,0.19047619047619047,0.3076923076923077,0.038461923599243164
26,eigenscore,0.020946518003592124,0.35714285714285715,0.5263157894736842,0.03355669975280762
27,eigenscore,0.034819731565234,0.3125,0.47619047619047616,0.03188490867614746
28,eigenscore,0.02851258988823001,0.26666666666666666,0.4210526315789474,0.03294849395751953
29,eigenscore,0.030882064977250743,0.2222222222222222,0.3478260869565218,0.02875804901123047
30,eigenscore,0.025554642405574087,0.35294117647058826,0.4444444444444445,0.030730009078979492
31,eigenscore,0.021244923814539476,0.3157894736842105,0.44444444444444436,0.030251502990722656
32,eigenscore,0.030390047169662277,0.14285714285714285,0.23529411764705882,0.028435707092285156
33,eigenscore,0.022832207948429155,0.2608695652173913,0.4,0.03063058853149414
34,eigenscore,0.03858054450578433,0.5652173913043478,0.6666666666666667,0.03325295448303223
35,eigenscore,0.024347986504109687,0.35714285714285715,0.45454545454545453,0.033620357513427734
36,eigenscore,0.023395866147740658,0.3333333333333333,0.48,0.018368244171142578
37,eigenscore,0.016686456618349346,0.5714285714285714,0.6666666666666666,0.03135848045349121
38,eigenscore,0.026345161122128147,0.375,0.5217391304347825,0.03103923797607422
39,eigenscore,0.03495709985621784,0.23529411764705882,0.38095238095238093,0.03743863105773926
